IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
103.184.45.116,4,4,0.00,629.48,0.67
103.184.45.37,4,4,0.00,580.64,0.66
103.184.45.23,4,3,0.25,697.89,0.65
103.184.44.179,4,4,0.00,791.25,0.64
103.184.44.75,4,4,0.00,717.34,0.61
103.184.45.228,4,4,0.00,539.60,0.59
103.184.45.172,4,3,0.25,707.51,0.59
103.184.45.192,4,4,0.00,929.98,0.56
103.184.45.239,4,4,0.00,521.98,0.52
103.184.44.204,4,4,0.00,774.87,0.52
103.184.45.215,4,1,0.75,945.93,0.51
103.184.45.126,4,4,0.00,678.06,0.51
103.184.45.57,4,3,0.25,625.51,0.50
103.184.45.85,4,3,0.25,542.18,0.47
103.184.45.186,4,3,0.25,794.25,0.47
103.184.45.117,4,4,0.00,653.21,0.46
103.184.45.177,4,4,0.00,519.75,0.45
103.184.45.166,4,4,0.00,695.08,0.44
103.184.44.64,4,4,0.00,694.81,0.41
103.184.45.8,4,4,0.00,598.53,0.41
103.184.44.82,4,4,0.00,755.68,0.40
103.184.45.80,4,4,0.00,721.70,0.39
103.184.45.216,4,4,0.00,669.51,0.39
103.184.45.123,4,4,0.00,669.99,0.38
103.184.44.188,4,4,0.00,740.22,0.38
103.184.44.86,4,4,0.00,533.74,0.37
103.184.44.62,4,3,0.25,582.17,0.37
103.184.45.179,4,3,0.25,980.98,0.36
103.184.45.200,4,4,0.00,681.82,0.35
103.184.45.49,4,4,0.00,632.39,0.34
103.184.45.56,4,4,0.00,493.42,0.33
103.184.45.155,4,4,0.00,422.29,0.33
103.184.44.118,4,4,0.00,725.65,0.32
103.184.44.55,4,3,0.25,788.58,0.32
103.184.45.109,4,4,0.00,497.03,0.32
103.184.45.41,4,4,0.00,716.27,0.31
103.184.45.98,4,3,0.25,670.81,0.30
103.184.45.72,4,4,0.00,655.96,0.30
103.184.44.59,4,4,0.00,729.94,0.30
103.184.45.151,4,4,0.00,719.80,0.29
103.184.45.17,4,4,0.00,521.83,0.28
103.184.44.66,4,4,0.00,806.53,0.26
103.184.45.32,4,4,0.00,530.20,0.26
103.184.45.106,4,3,0.25,623.81,0.25
103.184.45.194,4,4,0.00,591.47,0.25
103.184.44.130,4,3,0.25,929.62,0.25
103.184.45.139,4,3,0.25,448.43,0.24
103.184.45.173,4,4,0.00,573.63,0.23
103.184.45.183,4,4,0.00,738.43,0.22
103.184.45.94,4,2,0.50,799.95,0.21
103.184.45.79,4,4,0.00,653.64,0.20
103.184.45.31,4,4,0.00,815.74,0.20
103.184.45.35,4,3,0.25,863.47,0.19
103.184.44.187,4,3,0.25,861.06,0.19
103.184.45.137,4,3,0.25,657.43,0.19
103.184.45.7,4,4,0.00,534.94,0.19
103.184.45.178,4,3,0.25,477.29,0.18
103.184.45.78,4,4,0.00,786.30,0.16
103.184.45.83,4,4,0.00,714.04,0.15
103.184.45.124,4,4,0.00,631.57,0.13
103.184.45.248,4,4,0.00,789.51,0.13
103.184.45.154,4,4,0.00,536.74,0.13
103.184.45.36,4,4,0.00,618.36,0.12
103.184.45.69,4,4,0.00,623.45,0.11
103.184.45.217,4,3,0.25,682.63,0.10
103.184.45.39,4,3,0.25,809.10,0.10
103.184.44.117,4,4,0.00,712.33,0.10
103.184.45.197,4,3,0.25,567.29,0.09
103.184.45.204,4,4,0.00,898.50,0.09
103.184.45.169,4,3,0.25,649.99,0.08
103.184.45.219,4,3,0.25,434.53,0.08
103.184.44.84,4,4,0.00,679.15,0.06
103.184.45.68,4,4,0.00,656.18,0.06
103.184.45.112,4,4,0.00,565.59,0.06
103.184.45.75,4,4,0.00,739.01,0.06
103.184.45.21,4,4,0.00,782.24,0.06
103.184.45.161,4,3,0.25,517.19,0.04
103.184.44.98,4,4,0.00,632.31,0.03
103.184.45.225,4,4,0.00,918.51,0.00
103.184.45.114,4,4,0.00,751.34,0.00
103.184.45.210,4,4,0.00,854.47,0.00
103.184.45.44,4,4,0.00,589.90,0.00
