IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
103.184.44.65,4,4,0.00,153.93,21.42
103.184.45.196,4,4,0.00,157.15,20.68
103.184.45.60,4,4,0.00,159.17,20.24
103.184.45.220,4,3,0.25,157.04,16.74
103.184.45.9,4,4,0.00,155.68,15.32
103.184.45.45,4,4,0.00,152.61,5.95
103.184.45.202,4,4,0.00,158.83,5.55
103.184.44.83,4,4,0.00,153.11,4.86
103.184.45.51,4,4,0.00,157.80,4.26
103.184.45.144,4,4,0.00,149.28,3.99
